Agent,Income,Distance,Price_iterative,Prices_recursive,Prices_memo
107,407.841389256031,0.5735834454340215,275.1721982269019,275.1721982269019,275.1721982269019
108,405.3256614565891,0.6024694792319799,271.3577540354792,271.3577540354792,271.3577540354792
109,403.09804468284966,0.6185662753178808,269.21999808858567,269.21999808858567,269.21999808858567
110,402.85695842099364,0.6235918948569028,268.54669911448076,268.54669911448076,268.54669911448076
111,401.66156387725954,0.6317412088035639,267.4574720921563,267.4574720921563,267.4574720921563
112,398.53388597706663,0.6396314115797564,266.41916175456197,266.41916175456197,266.41916175456197
113,396.8214048347068,0.6576302504562572,264.0508230554532,264.0508230554532,264.0508230554532
114,396.53698064372554,0.6576484015538511,264.04841826445227,264.04841826445227,264.04841826445227
115,393.74682963201616,0.658654089627384,263.9179165079529,263.9179165079529,263.9179165079529
116,393.4654613666147,0.6594465002138451,263.8152209788183,263.8152209788183,263.8152209788183
117,390.9700046722677,0.6651704920554212,263.08530099926435,263.08530099926435,263.08530099926435
118,388.0369259580826,0.6677516520174129,262.76236427135274,262.76236427135274,262.76236427135274
119,387.81065909438524,0.6686734583561714,262.6470408157539,262.6470408157539,262.6470408157539
120,384.41561814883335,0.6718863838447664,262.2551782744531,262.2551782744531,262.2551782744531
121,384.1863898963607,0.6732617116539876,262.0873675173485,262.0873675173485,262.0873675173485
122,383.9639142689944,0.6756122928548194,261.80054983566765,261.80054983566765,261.80054983566765
123,382.2490108451965,0.6767177398102064,261.66732682924686,261.66732682924686,261.66732682924686
124,380.5454843518156,0.6811096464791473,261.144076865002,261.144076865002,261.144076865002
125,379.7867260670057,0.6816908260070496,261.07510414532476,261.07510414532476,261.07510414532476
126,379.53961964226994,0.6967292938243607,259.2801162363199,259.2801162363199,259.2801162363199
127,378.9404097772364,0.6968722889228591,259.2630041774175,259.2630041774175,259.2630041774175
128,378.7941273730775,0.7145293353648514,257.1336942428742,257.1336942428742,257.1336942428742
129,377.6006978299483,0.7160643576666076,256.94863270528685,256.94863270528685,256.94863270528685
130,372.0899881121846,0.7258181578334164,255.8200720032035,255.8200720032035,255.8200720032035
131,370.9482917692318,0.7270207155943404,255.6815403895837,255.6815403895837,255.6815403895837
132,368.0170835937699,0.7327080484095199,255.0408305303231,255.0408305303231,255.0408305303231
133,366.069394356486,0.7365479262763809,254.6136748174693,254.6136748174693,254.6136748174693
134,365.11847960905817,0.7470316490365139,253.44907909759993,253.44907909759993,253.44907909759993
135,363.1710648473102,0.7532452280092077,252.76519037614236,252.76519037614236,252.76519037614236
136,362.71452914624365,0.7545198971312828,252.62495198923682,252.62495198923682,252.62495198923682
137,361.82024891737433,0.7597097769863593,252.05676839046163,252.05676839046163,252.05676839046163
138,361.66568030474184,0.7601210846392255,252.01167613340945,252.01167613340945,252.01167613340945
139,361.497886339552,0.7641106480746682,251.57400146758897,251.57400146758897,251.57400146758897
140,361.0430874240737,0.7695927937923661,250.9722279889799,250.9722279889799,250.9722279889799
141,360.8768171649047,0.7702123771820197,250.90411183143897,250.90411183143897,250.90411183143897
142,360.1471092335029,0.7706181213222846,250.85977813191693,250.85977813191693,250.85977813191693
143,359.3279236640274,0.7715937782961353,250.75389878672607,250.75389878672607,250.75389878672607
144,355.0431058947843,0.7717486038504582,250.73775090240537,250.73775090240537,250.73775090240537
145,353.94387044676904,0.7811180366317783,249.76622388137162,249.76622388137162,249.76622388137162
146,352.9639726208246,0.786571360677605,249.20191583786774,249.20191583786774,249.20191583786774
147,352.7786190415906,0.8026169783008759,247.5265585371613,247.5265585371613,247.5265585371613
148,352.27000859990795,0.8106873858807685,246.67781596122157,246.67781596122157,246.67781596122157
149,351.40958655443654,0.8179450706855309,245.91494077602857,245.91494077602857,245.91494077602857
150,349.5335216546329,0.8325453632775284,244.39098112039025,244.39098112039025,244.39098112039025
151,348.45540227529455,0.8327748437512822,244.3670976274299,244.3670976274299,244.3670976274299
152,346.9148896728765,0.8335355552327168,244.28905866582141,244.28905866582141,244.28905866582141
153,344.6540624409949,0.8378433582842779,243.85577341256604,243.85577341256604,243.85577341256604
154,343.52354332217294,0.8456302744211028,243.0766392575383,243.0766392575383,243.0766392575383
155,342.97910655658916,0.8477377724447002,242.86587298841593,242.86587298841593,242.86587298841593
156,341.7122706967959,0.8579356940650035,241.85268776109024,241.85268776109024,241.85268776109024
157,339.83158696290025,0.8618351664758984,241.469875849642,241.469875849642,241.469875849642
158,337.9738013053826,0.8731796224183113,240.3688579023295,240.3688579023295,240.3688579023295
159,333.95559807076506,0.8747197652009673,240.22460990716593,240.22460990716593,240.22460990716593
160,333.5893909490263,0.8798580750646591,239.74363809895078,239.74363809895078,239.74363809895078
161,329.89623214036675,0.8822959798881675,239.52358653168426,239.52358653168426,239.52358653168426
162,329.4781445141546,0.8826535209726223,239.49141833108757,239.49141833108757,239.49141833108757
163,327.494310042229,0.895562135049801,238.34805925042107,238.34805925042107,238.34805925042107
164,325.77815268522863,0.9174750569427055,236.41106535145573,236.41106535145573,236.41106535145573
165,322.8331960820843,0.9186156330364815,236.31243809992066,236.31243809992066,236.31243809992066
166,320.7364194446516,0.9355293721964055,234.87236875239364,234.87236875239364,234.87236875239364
167,320.1477556664612,0.9377029932315277,234.68681078432542,234.68681078432542,234.68681078432542
168,317.65083803914695,0.9387209241906156,234.60231613492834,234.60231613492834,234.60231613492834
169,317.022301227349,0.9409208360594941,234.42079984477587,234.42079984477587,234.42079984477587
170,316.7003353006005,0.9458423530154075,234.01486161933886,234.01486161933886,234.01486161933886
171,315.98439286925566,0.9512298456502979,233.57205964829524,233.57205964829524,233.57205964829524
172,315.9488010208255,0.9596438185746604,232.87601985313063,232.87601985313063,232.87601985313063
